Nama Objek,Tgl Penilaian,Alamat,RT/RW,Desa,Kecamatan,Kota,Provinsi,Koordinat,Jumlah Satuan,Luas Tanah,Luas Bangunan,Indikasi Nilai Tanah,Nilai Objek,Total Nilai,Klasifikasi,Jenis_Objek,Jenis Objek Lainnya,Tujuan Penilaian,Tujuan Penilaian Lainnya,Pendekatan Penilaian,Pendekatan Penilaian Lainnya,Metode Penilaian1,Metode Penilaian Lainnya1,Metode Penilaian2,Metode Penilaian Lainnya2,Dasar Nilai,Dasar Nilai Lainnya,KJPP,Nomor Laporan,Penanda Tangan,Latitude,Longitude,Full Address,Check Lat,Check Long,Check Coord,Dist to Mean,Dist to Check,Cluster,Cluster No.,Cluster Mean,Cluster Std Dev,Gap to Mean,% Std Dev
Rumah Tinggal,19 Februari 2021,Jl. Cemara V No. 83,0,Cibodasari,Cibodas,Kota Tangerang,Banten,"-6.206055555555555, 106.61113888888889",1,90,36,3831000.0,"Rp453.717.000,00","Rp453.717.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Pasar,(NULL),Perbandingan Data Pasar,(NULL),Perbandingan Data Pasar,(NULL),Nilai Pasar,(NULL),"Dasa'at, Yudistira dan Rekan",00388/2.0041-01/PI/07/0389/0/II/2021,"Fauzan Ananda, S.E.",-6.206055555555555,106.61113888888887,Jl. Cemara V No. 83 Cibodasari Cibodas Kota Tangerang,-6.2060618,106.6084939,"-6.2060618 , 106.6084939",6.14391393805427,0.2927255341378347,3,3,5103937.5,1494204.5664132882,-1272937.5,85.19164836014247
Rumah Tinggal,19 Februari 2021,Jl. Kav P&K V No. 45D,0,Parung Serab,Ciledug,Kota Tangerang,Banten,"-6.2495, 106.69800000000001",1,72,45,7636000.0,"Rp696.444.210,00","Rp696.444.210,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Pasar,(NULL),Perbandingan Data Pasar,(NULL),Perbandingan Data Pasar,(NULL),Nilai Pasar,(NULL),"Dasa'at, Yudistira dan Rekan",00389/2.0041-01/PI/07/0389/0/II/2021,"Fauzan Ananda, S.E.",-6.2495,106.698,Jl. Kav P&K V No. 45D Parung Serab Ciledug Kota Tangerang,-6.2494451,106.6956838,"-6.2494451 , 106.6956838",6.711509178857752,0.256388020133756,11,11,5704000.0,1552234.2548140672,1932000.0,124.46574954831304
Rumah Tinggal,15 Februari 2021,"""Jalan Prof. Dr. Hamka RT/RW.004/01 Kelurahan Gaga Kecamatan Larangan Kota Tangerang Provinsi Banten",-,Gaga,Larangan,Kota Tangerang,Banten,"-6.2418611111111115, 106.72705555555555",1,116,91,3536175.0,"Rp613.390.000,00","Rp613.390.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Jual-Beli,(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),Pung's Zulkarnain & Rekan,00403/2.0004-00/PI/12/0004/0/IV/2021,Ir. Saifullah Zulkarnain,-6.241861111111112,106.72705555555557,"""Jalan Prof. Dr. Hamka RT/RW.004/01 Kelurahan Gaga Kecamatan Larangan Kota Tangerang",-6.2400452,106.724864,"-6.2400452 , 106.724864",8.318407569789205,0.3148754891853053,4,4,6881832.885714286,3053664.101059171,-3345657.885714286,109.56207935751141
Rumah Tinggal,25 Februari 2021,Jl. Raya Setneg Kebon Nanas Rt. 006 Rw. 001,0,Panunggangan Utara,Pinang,Kota Tangerang,Banten,"-6.216722222222223, 106.63230555555555",1,148,139,6666000.0,"Rp1.515.800.000,00","Rp1.515.800.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Pasar,(NULL),Perbandingan Data Pasar,(NULL),Perbandingan Data Pasar,(NULL),Nilai Pasar,(NULL),"Dasa'at, Yudistira dan Rekan",00437/2.0041-01/PI/07/0389/0/II/2021,"Fauzan Ananda, S.E.",-6.216722222222223,106.63230555555556,Jl. Raya Setneg Kebon Nanas Rt. 006 Rw. 001 Panunggangan Utara Pinang Kota Tangerang,-6.216043,106.6327201,"-6.216043 , 106.6327201",4.275111336089429,0.0880155958507069,12,12,8193320.0,2303697.8375357017,-1527320.0,66.29862541494573
Rumah Tinggal,6 September 2021,"Komplek Green Lake City, Cluster West Erope, Jl. West Europe 3 No.38",000/000,Ketapang,Cipondoh,Kota Tangerang,Banten,"-6.18025, 106.70686111111111",1,90,98,19926111.0,"Rp2.201.069.200,00","Rp2.201.069.200,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),Muhammad Taufik,00476/3.0041-00/PI/07/0194/1/IX/2021,"Muhammad Taufik, S.T.",-6.18025,106.70686111111112,"Komplek Green Lake City, Cluster West Erope, Jl. West Europe 3 No.38 Ketapang Cipondoh Kota Tangerang",-6.1833242,106.7047258,"-6.1833242 , 106.7047258",4.920644713079924,0.4140396728391225,6,6,14916578.232142856,4068081.5471434244,5009532.767857144,123.14238812087726
Rumah Tinggal,22 November 2021,"Green Lake City, Cluster West Europe Jalan Europe 8A No. 82 Kelurahan Ketapang, Kecamatan Cipondoh Kota Tangerang, Provinsi Banten, 15141",0,Ketapang,Cipondoh,Kota Tangerang,Banten,"-6.181361111111111, 106.70480555555555",1,125,114,17700000.0,"Rp2.609.200.000,00","Rp2.609.200.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Lainnya,meterpersegi,Lainnya,meterpersegi,Nilai Pasar,(NULL),Toto Suharto & Rekan,00519/2.0055-17/PI/07/0344/0/XII/2021,"Ade Rizki Pratama, S.Sos, M.Ec.Dev.",-6.181361111111111,106.70480555555557,"Green Lake City, Cluster West Europe Jalan Europe 8A No. 82 Kelurahan Ketapang, Kecamatan Cipondoh Kota Tangerang",-6.1833242,106.7047258,"-6.1833242 , 106.7047258",4.663111971401052,0.2172717958543899,6,6,14916578.232142856,4068081.5471434244,2783421.7678571437,68.4209924408138
Rumah Tinggal,21 April 2021,"Perumahan Duta Gardenia, Blok F-9 No. 12",000/000,Jurumudi Baru,Benda,Kota Tangerang,Banten,"-6.148388888888889, 106.67991666666667",1,203,82,7120000.0,"Rp1.534.576.000,00","Rp1.534.576.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Reproduksi,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),Rizki Djunaedy dan Rekan,00524/2.0017-09/PI/07/0300/1/IV/2021,"Rizki Novarino, S.T.",-6.148388888888889,106.67991666666668,"Perumahan Duta Gardenia, Blok F-9 No. 12 Jurumudi Baru Benda Kota Tangerang",-6.1462694,106.674638,"-6.1462694 , 106.674638",5.687606345422689,0.6295234653925555,7,7,10246906.652173912,2517052.671832956,-3126906.652173912,124.2288922741077
Rumah Tinggal,9 Maret 2021,Jl. Nyiur I Rt. 001 Rw. 09,0,Kunciran Indah,Pinang,Kota Tangerang,Banten,"-6.224638888888889, 106.67525",1,150,55,3616000.0,"Rp735.775.000,00","Rp735.775.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Pasar,(NULL),Perbandingan Data Pasar,(NULL),Perbandingan Data Pasar,(NULL),Nilai Pasar,(NULL),"Dasa'at, Yudistira dan Rekan",00536/2.0041-01/PI/07/0389/0/III/2021,"Fauzan Ananda, S.E.",-6.224638888888889,106.67525,Jl. Nyiur I Rt. 001 Rw. 09 Kunciran Indah Pinang Kota Tangerang,-6.2244305,106.6718605,"-6.2244305 , 106.6718605",3.1258438445877434,0.3758149839055215,31,31,5577809.523809524,1236057.7502304502,-1961809.5238095243,158.71503766258212
Rumah Tinggal,18 Oktober 2021,"Perum. Taman Royal 1, Cluster Pinus, Jl. Pinus IX No. 6",000/000,Tanah Tinggi,Tangerang,Kota Tangerang,Banten,"-6.180694444444445, 106.65761111111112",1,88,106,7619009.0,"Rp1.023.514.689,00","Rp1.023.514.689,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),Muhammad Taufik,00550/3.0041-00/PI/07/0194/1/X/2021,"Muhammad Taufik, S.T.",-6.180694444444445,106.65761111111112,"Perum. Taman Royal 1, Cluster Pinus, Jl. Pinus IX No. 6 Tanah Tinggi Tangerang Kota Tangerang",-6.1817279,106.6556984,"-6.1817279 , 106.6556984",2.121081225229997,0.2405725700336062,34,34,7081105.260869565,1384073.6423251063,537903.7391304346,38.863809170356696
Rumah Tinggal,25 Oktober 2021,Jl. Dipati Ukur No. 107 Kp. Uwungjaya,001/009,Cibodas,Cibodas,Kota Tangerang,Banten,"-6.192611111111112, 106.60116666666666",1,404,275,2100000.0,"Rp948.800.000,00","Rp948.800.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),Muhammad Taufik,00566/3.0041-00/PI/07/0194/1/X/2021,"Muhammad Taufik, S.T.",-6.192611111111112,106.60116666666666,Jl. Dipati Ukur No. 107 Kp. Uwungjaya Cibodas Cibodas Kota Tangerang,-6.1981757,106.5977931,"-6.1981757 , 106.5977931",7.205208582991357,0.7197808927200975,16,16,4617070.518518519,2144338.697046685,-2517070.5185185187,117.3821338012126
Rumah Tinggal,2 November 2021,"Perum. Metro Permata 1, Blok O-2 No. 18,",006/007,Pondok Pucung,Karang Tengah,Kota Tangerang,Banten,"-6.210277777777778, 106.70627777777779",1,63,"78,6",8757381.0,"Rp860.978.040,00","Rp860.978.040,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),Muhammad Taufik,00590/3.0041-00/PI/07/0194/1/XI/2021,"Muhammad Taufik, S.T.",-6.210277777777778,106.7062777777778,"Perum. Metro Permata 1, Blok O-2 No. 18, Pondok Pucung Karang Tengah Kota Tangerang",-6.2065219,106.7047894,"-6.2065219 , 106.7047894",4.656916121909118,0.4468223623426581,1,1,6721261.416666667,3485629.0722986283,2036119.583333333,58.41469476815547
Rumah Tinggal,13 Mei 2021,Perum Metro Permata 1 Blok F 2 No. 26,000/00,Karang Mulya,Karang Tengah,Kota Tangerang,Banten,"-6.205611111111112, 106.7125",1,300,326,10180000.0,"Rp3.851.948.000,00","Rp3.851.948.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),Nilai Pasar,(NULL),Hari Utomo & Rekan,00596/2.0025-01/PI/07/0099/1/V/2021,Ir. Richard Kadar Utomo,-6.205611111111112,106.7125,Perum Metro Permata 1 Blok F 2 No. 26 Karang Mulya Karang Tengah Kota Tangerang,-6.2065219,106.7062433,"-6.2065219 , 106.7062433",5.2103112561230445,0.6997250786655764,26,26,10254765.476190476,1964633.2656748195,-74765.47619047575,3.8055690849149406
Rumah Tinggal,3 Mei 2021,"Perumahan Victoria Park Residence (d/h Ligamas) Blok E.1 No. 59, Kelurahan Nusa Jaya (d/h Karawaci Baru), Kecamatan Karawaci (d/h Tangerang), Kota Tangerang, Provinsi Banten (d/h Jawa Barat)",000/000,Nusa Jaya,Karawaci,Kota Tangerang,Banten,"-6.198916666666667, 106.61925",1,144,181,9250000.0,"Rp1.758.074.000,00","Rp1.758.074.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Reproduksi,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),Rizki Djunaedy dan Rekan,00662/2.0017-09/PI/07/0300/1/V/2021,"Rizki Novarino, S.T.",-6.198916666666667,106.61925,"Perumahan Victoria Park Residence (d/h Ligamas) Blok E.1 No. 59, Kelurahan Nusa Jaya (d/h Karawaci Baru), Kecamatan Karawaci (d/h Tangerang), Kota Tangerang",-6.1998707,106.6177988,"-6.1998707 , 106.6177988",5.181120180385145,0.1921617357979121,29,29,6739746.826086956,2589778.173644093,2510253.173913044,96.92927369068259
Rumah Tinggal,7 Juni 2021,"Jalan Batas Peninggilan No. 36 RT 01 RW 08, Kel. Sudirman Timur, Kec. Cileduk< Tangerang , banten",-,Sudimara Timur,Ciledug,Kota Tangerang,Banten,"-6.236916666666667, 106.71608333333333",1,1059,120,2500000.0,"Rp3.262.300.000,00","Rp3.262.300.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Lainnya,Kalkulasi Biaya,(NULL),(NULL),Nilai Pasar,(NULL),Pung's Zulkarnain & Rekan,00665/2.0004-00/PI/07/0004/1/VI/2021,Ir. Saifullah Zulkarnain,-6.236916666666667,106.71608333333332,"Jalan Batas Peninggilan No. 36 RT 01 RW 08, Kel. Sudirman Timur, Kec. Cileduk< Tangerang , banten Sudimara Timur Ciledug Kota Tangerang",-6.2374805,106.7113494,"-6.2374805 , 106.7113494",7.018519279698421,0.5275779720509048,4,4,6881832.885714286,3053664.101059171,-4381832.885714286,143.49426592775666
Rumah Tinggal,21 Januari 2021,"Perumahan Taman Royal 3, Puri Dewata Indah Blok A11 No. 3, Kel. Poris Plawad, Kec. Cipondoh, Kota Tangerang, Prov. Banten",-,Poris Plawad,Cipondoh,Kota Tangerang,Banten,"-6.177888888888889, 106.66294444444445",1,90,36,6364321.0,"Rp617.800.000,00","Rp617.800.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Lelang,(NULL),Pendekatan Pasar,(NULL),Perbandingan Data Pasar,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),Pung's Zulkarnain & Rekan,00717/2.0004-00/PI/09/0004/1/VI/2021,Ir. Saifullah Zulkarnain,-6.177888888888889,106.66294444444443,"Perumahan Taman Royal 3, Puri Dewata Indah Blok A11 No. 3, Kel. Poris Plawad, Kec. Cipondoh, Kota Tangerang",-6.1810314,106.6605937,"-6.1810314 , 106.6605937",2.2410115656546563,0.4341211903379564,34,34,7081105.260869565,1384073.6423251063,-716784.2608695654,51.78801466556643
Rumah Tinggal,24 Maret 2021,Jl. Cemara V No. 83,0,Cibodasari,Cibodas,Kota Tangerang,Banten,"-6.206055555555555, 106.61113888888889",1,90,36,4638000.0,"Rp554.220.000,00","Rp554.220.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Pasar,(NULL),Perbandingan Data Pasar,(NULL),Perbandingan Data Pasar,(NULL),Nilai Pasar,(NULL),"Dasa'at, Yudistira dan Rekan",00720/2.0041-01/PI/07/0389/0/III/2021,"Fauzan Ananda, S.E.",-6.206055555555555,106.61113888888887,Jl. Cemara V No. 83 Cibodasari Cibodas Kota Tangerang,-6.2060618,106.6084939,"-6.2060618 , 106.6084939",6.14391393805427,0.2927255341378347,3,3,5103937.5,1494204.5664132882,-465937.5,31.182979256879367
Rumah Tinggal,26 Maret 2021,Perum. Keroncong Village Blok E No. 2,0,Keroncong,Jati Uwung,Kota Tangerang,Banten,"-6.180638888888889, 106.58519444444444",1,60,40,3114000.0,"Rp287.640.000,00","Rp287.640.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Pasar,(NULL),Perbandingan Data Pasar,(NULL),Perbandingan Data Pasar,(NULL),Nilai Pasar,(NULL),"Dasa'at, Yudistira dan Rekan",00766/2.0041-01/PI/07/0389/0/III/2021,"Fauzan Ananda, S.E.",-6.180638888888889,106.58519444444444,Perum. Keroncong Village Blok E No. 2 Keroncong Jati Uwung Kota Tangerang,-6.1855102,106.5862922,"-6.1855102 , 106.5862922",9.15073759472756,0.5522351179930971,0,0,4319648.108695652,886849.0746292298,-1205648.1086956523,135.9473830651179
Rumah Tinggal,26 Maret 2021,Jl. Cemara V No. 83,0,Cibodasari,Cibodas,Kota Tangerang,Banten,"-6.206055555555555, 106.61113888888889",1,90,73,4638000.0,"Rp696.720.000,00","Rp696.720.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Pasar,(NULL),Perbandingan Data Pasar,(NULL),Perbandingan Data Pasar,(NULL),Nilai Pasar,(NULL),"Dasa'at, Yudistira dan Rekan",00772/2.0041-01/PI/07/0389/0/III/2021,"Fauzan Ananda, S.E.",-6.206055555555555,106.61113888888887,Jl. Cemara V No. 83 Cibodasari Cibodas Kota Tangerang,-6.2060618,106.6084939,"-6.2060618 , 106.6084939",6.14391393805427,0.2927255341378347,3,3,5103937.5,1494204.5664132882,-465937.5,31.182979256879367
Rumah Tinggal,23 Juni 2021,Perumahan Puri Metropolitan Blok G3 No. 16,-,Petir,Cipondoh,Kota Tangerang,Banten,"-6.194444444444445, 106.71044444444445",1,90,60,13300000.0,"Rp1.405.000.000,00","Rp1.405.000.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Reproduksi,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),Firmansyah & Rekan,00818/2.0115-00/PI/07/0249/1/VI/2021,"Firmansyah, S.T.",-6.194444444444445,106.71044444444443,Perumahan Puri Metropolitan Blok G3 No. 16 Petir Cipondoh Kota Tangerang,-6.1885332,106.7107502,"-6.1885332 , 106.7107502",4.927807576608736,0.6545831918233448,37,37,13302030.576923076,3614839.1659215013,-2030.5769230760634,0.05617336843694469
Rumah Tinggal,16 Juli 2021,Komplek Green Lake City Cluster Asia Jalan Asia 6 No.10,-,Gondrong,Cipondoh,Kota Tangerang,Banten,"-6.189722222222223, 106.70002777777778",1,120,112,13300000.0,"Rp1.984.000.000,00","Rp1.984.000.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Reproduksi,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),Firmansyah & Rekan,00890/2.0115-00/PI/07/0249/1/VII/2021,"Firmansyah, S.T.",-6.189722222222223,106.70002777777778,Komplek Green Lake City Cluster Asia Jalan Asia 6 No.10 Gondrong Cipondoh Kota Tangerang,-6.1930823,106.6965432,"-6.1930823 , 106.6965432",3.867592173282252,0.5355387656687234,10,10,9857810.160714285,5167021.857088601,3442189.8392857146,66.61844936001961
Rumah Tinggal,6 September 2021,"""Perumahan Wisma Harapan Blok A 03/42 Desa Gembor, Kecamatan PERIUK Kota Tangerang, Provinsi Banten",-,Gembor,Periuk,Kota Tangerang,Banten,"-6.176166666666667, 106.57791666666667",1,84,132,4107419.0,"Rp656.000.000,00","Rp656.000.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),Pung's Zulkarnain & Rekan,00935/2.0004-00/PI/09/0004/1/IX/2021,Ir. Saifullah Zulkarnain,-6.176166666666667,106.57791666666668,"""Perumahan Wisma Harapan Blok A 03/42 Desa Gembor, Kecamatan PERIUK Kota Tangerang",-6.1753154,106.5765854,"-6.1753154 , 106.5765854",10.04670059343364,0.1748477121147831,27,27,4788316.971428571,1264911.7143884806,-680897.9714285713,53.82968342243159
Rumah Tinggal,16 April 2021,"Jl. Inpres VI Rt. 003/007, Larangan",0,Larangan Utara,Larangan,Kota Tangerang,Banten,"-6.237694444444444, 106.72583333333334",1,78,49,6406000.0,"Rp661.000.000,00","Rp661.000.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Pasar,(NULL),Perbandingan Data Pasar,(NULL),Perbandingan Data Pasar,(NULL),Nilai Pasar,(NULL),"Dasa'at, Yudistira dan Rekan",00993/2.0041-01/PI/07/0389/0/IV/2021,"Fauzan Ananda, S.E.",-6.237694444444444,106.72583333333334,"Jl. Inpres VI Rt. 003/007, Larangan Larangan Utara Larangan Kota Tangerang",-6.2388237,106.720578,"-6.2388237 , 106.720578",7.944917008592157,0.5948365624677726,4,4,6881832.885714286,3053664.101059171,-475832.885714286,15.582358437826944
Rumah Tinggal,25 Agustus 2021,Komplek Larangan Indah Jalan Teratai 1 No.30,001/06,Larangan Indah,Larangan,Kota Tangerang,Banten,"-6.2274722222222225, 106.729",1,100,82,6600000.0,"Rp911.986.000,00","Rp911.986.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Reproduksi,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),Firmansyah & Rekan,01021/2.0115-00/PI/07/0249/1/VIII/2021,"Firmansyah, S.T.",-6.227472222222223,106.729,Komplek Larangan Indah Jalan Teratai 1 No.30 Larangan Indah Larangan Kota Tangerang,-6.2274588,106.7265543,"-6.2274588 , 106.7265543",7.695062658289085,0.2706622593443733,28,28,8318863.179487179,3545614.805334396,-1718863.179487179,48.4785650404308
Rumah Tinggal,21 April 2021,"Perum. Puri Bintaro Hijau, Blok H-4 No. 16",0,Parung Serab,Ciledug,Kota Tangerang,Banten,"-6.24875, 106.70805555555556",1,60,37,5051000.0,"Rp382.800.000,00","Rp382.800.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Pasar,(NULL),Perbandingan Data Pasar,(NULL),Perbandingan Data Pasar,(NULL),Nilai Pasar,(NULL),"Dasa'at, Yudistira dan Rekan",01053/2.0041-01/PI/07/0389/0/IV/2021,"Fauzan Ananda, S.E.",-6.24875,106.70805555555556,"Perum. Puri Bintaro Hijau, Blok H-4 No. 16 Parung Serab Ciledug Kota Tangerang",-6.2515733,106.7028688,"-6.2515733 , 106.7028688",7.294647941268821,0.6534009296105585,11,11,5704000.0,1552234.2548140672,-653000.0,42.06839257507682
Rumah Tinggal,31 Juli 2021,Perumahan Bangun Reksa Indah 2  Blok GG No. 12,007/006,Pondok Pucung,Karang Tengah,Kota Tangerang,Banten,"-6.2138333333333335, 106.70186111111111",1,100,152,6190000.0,"Rp883.900.000,00","Rp883.900.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Reproduksi,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),Rizki Djunaedy dan Rekan,01083/2.0017-09/PI/07/0300/1/VIII/2021,"Rizki Novarino, S.T.",-6.2138333333333335,106.70186111111111,Perumahan Bangun Reksa Indah 2  Blok GG No. 12 Pondok Pucung Karang Tengah Kota Tangerang,-6.2157529,106.7017266,"-6.2157529 , 106.7017266",4.336317769653324,0.2128009916535827,1,1,6721261.416666667,3485629.0722986283,-531261.416666667,15.241478816227627
Rumah Tinggal,24 September 2021,"Perumahan Premier Park 2, Blok S No. 11",003/015,Cikokol,Tangerang,Kota Tangerang,Banten,"-6.212388888888889, 106.63933333333334",1,90,147,15200000.0,"Rp1.963.000.000,00","Rp1.963.000.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Reproduksi,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),Firmansyah & Rekan,01174/2.0115-00/PI/07/0249/1/IX/2021,"Firmansyah, S.T.",-6.212388888888889,106.63933333333334,"Perumahan Premier Park 2, Blok S No. 11 Cikokol Tangerang Kota Tangerang",-6.2113202,106.6360371,"-6.2113202 , 106.6360371",3.3626995497721506,0.3834613751662811,12,12,8193320.0,2303697.8375357017,7006680.0,304.14926323389466
Rumah Tinggal,9 September 2021,Perumahan Villa Tangerang Indah Blok DC3 No.9,-,Gebang Raya,Periuk,Kota Tangerang,Banten,"-6.1705000000000005, 106.58741666666666",1,72,96,6700000.0,"Rp634.180.000,00","Rp634.180.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Reproduksi,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),Firmansyah & Rekan,01215/2.0115-00/PI/07/0249/1/X/2021,"Firmansyah, S.T.",-6.1705000000000005,106.58741666666666,Perumahan Villa Tangerang Indah Blok DC3 No.9 Gebang Raya Periuk Kota Tangerang,-6.1709555,106.5849502,"-6.1709555 , 106.5849502",9.21612318826424,0.277594103663974,27,27,4788316.971428571,1264911.7143884806,1911683.0285714287,151.13173566390984
Rumah Tinggal,24 November 2021,"Komplek Greenlake City, Cluster Asia Jalan Asia 8 No. 35",-,Gondrong,Cipondoh,Kota Tangerang,Banten,"-6.190277777777778, 106.69947222222223",1,90,82,13200000.0,"Rp1.479.590.000,00","Rp1.479.590.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Reproduksi,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),Firmansyah & Rekan,01369/2.0115-00/PI/07/0249/1/XI/2021,"Firmansyah, S.T.",-6.190277777777778,106.69947222222224,"Komplek Greenlake City, Cluster Asia Jalan Asia 8 No. 35 Gondrong Cipondoh Kota Tangerang",-6.1926501,106.6968598,"-6.1926501 , 106.6968598",3.793696634247873,0.3904125781631757,10,10,9857810.160714285,5167021.857088601,3342189.8392857146,64.68309853771159
Rumah Tinggal,24 November 2021,"Perumahan Villa Cimone Garden, Blok B No. 1",005/08,Cimone Jaya,Karawaci,Kota Tangerang,Banten,"-6.191833333333333, 106.61602777777777",1,187,"128,5",5100000.0,"Rp1.153.700.000,00","Rp1.153.700.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Reproduksi,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),Firmansyah & Rekan,01376/2.0115-00/PI/07/0249/1/XI/2021,"Firmansyah, S.T.",-6.191833333333333,106.61602777777776,"Perumahan Villa Cimone Garden, Blok B No. 1 Cimone Jaya Karawaci Kota Tangerang",-6.1920221,106.6127951,"-6.1920221 , 106.6127951",5.5772569137786165,0.3583831012062667,29,29,6739746.826086956,2589778.173644093,-1639746.826086956,63.31611111617556
Rumah Tinggal,27 September 2021,"Perum. Villa Tangerang Indah Jl. Gunung Rinjani I, Blok GB. 3 No. 26",01/13,Gebang Raya,Periuk,Kota Tangerang,Banten,"-6.170083333333333, 106.58891666666666",1,72,96,4920000.0,"Rp772.800.000,00","Rp772.800.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Reproduksi,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),Rizki Djunaedy dan Rekan,01410/2.0017-09/PI/07/0300/1/IX/2021,"Rizki Novarino, S.T.",-6.170083333333333,106.58891666666666,"Perum. Villa Tangerang Indah Jl. Gunung Rinjani I, Blok GB. 3 No. 26 Gebang Raya Periuk Kota Tangerang",-6.1715628,106.5844211,"-6.1715628 , 106.5844211",9.075038190182816,0.523772780515939,27,27,4788316.971428571,1264911.7143884806,131683.02857142873,10.41045213460535
